,key,count,u,sd,radio
1945,前台,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
10955,大大提高,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
13223,高姨,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
13226,治病,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
5738,共鸣,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
10863,小女儿,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
18901,香山,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
13269,凤凰山,6,0.007853403141361256,0.16141505519853275,2.7844294704015148e-05
8145,理事,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
13265,一首,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
10828,承包,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
5764,埃塞俄比亚,6,0.007853403141361256,0.12483467700897469,2.7844294704015148e-05
10833,预定,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
16648,南阳,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
13256,饮食,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
1285,忍不住,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
10852,报销,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
1287,愧疚,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
224,抛弃,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
10858,圆梦,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
18957,治沙,6,0.007853403141361256,0.15309153796870995,2.7844294704015148e-05
13229,平均年龄,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
16021,抗洪,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
4317,深微,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
13096,河堤,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
1329,每隔,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
19105,黎鸣,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
13017,加工厂,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
192,赃款,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
11053,自贸区,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
13007,城北,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
4668,原生态,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
11058,万美元,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
11059,比亚迪,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
5625,不适,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
12994,交管部门,6,0.007853403141361256,0.16141505519853275,2.7844294704015148e-05
13094,明明,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
12988,青山区,6,0.007853403141361256,0.12483467700897469,2.7844294704015148e-05
11079,转办,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
12976,风景区,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
12967,努力提高,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
11087,夺得,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
11088,中获,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
12963,提案,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
12961,人大常委会,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
11040,商洛,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
11035,危重病,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
7593,屋顶,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
7591,盖房,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
5681,超级,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
19020,徐小姐,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
13092,上演,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
13089,公主,6,0.007853403141361256,0.16141505519853275,2.7844294704015148e-05
1929,查阅,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
1928,黎明,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
13065,科长,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
208,公诉人,6,0.007853403141361256,0.15309153796870995,2.7844294704015148e-05
8103,海陵区,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
11015,震后,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
19059,买鞋,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
13030,排头兵,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
19063,养活,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
4652,中旬,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
11025,急诊,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
4657,乌蒙大,6,0.007853403141361256,0.16141505519853275,2.7844294704015148e-05
11027,计委,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
5433,黑恶,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
5428,铲除,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
13271,恩波楼,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
4962,党风,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
12272,实训,6,0.007853403141361256,0.16141505519853275,2.7844294704015148e-05
11725,益阳市,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
11726,试行,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
16291,老兵,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
19808,阮慧,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
11730,积极分子,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
12262,青年教师,6,0.007853403141361256,0.15309153796870995,2.7844294704015148e-05
3556,占有,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
11763,消灭,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
11720,软弱涣散,6,0.007853403141361256,0.16141505519853275,2.7844294704015148e-05
7861,养老金,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
1505,祝贺,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
12214,高职,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
11785,一站,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
7854,夫妇,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
16313,每亩,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
11800,供热,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
16426,出入口,6,0.007853403141361256,0.16141505519853275,2.7844294704015148e-05
4943,回头,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
11714,党课,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
11372,芦山,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
12317,用药,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
11662,建局,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
11664,管理人员,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
5228,看在眼里,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
12332,乱放,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
16277,东北网,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
12326,经贸,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
1655,神奇,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
11677,税收,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
12314,巡逻队,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
1642,原始,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
19781,丁连凤,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
5211,跑腿,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
11690,社会保障,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
16452,国机,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
19785,邓成,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
11694,非常感谢,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
11697,核对,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
11698,只得,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
5142,报刊,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
12155,有声,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
7747,拉开,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
12029,控股,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
12067,高地,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
12064,矿工,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
1591,国门,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
1555,受贿罪,6,0.007853403141361256,0.15309153796870995,2.7844294704015148e-05
5084,持刀,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
7811,补充,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
664,故意伤害,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
5076,摒弃,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
16374,办好事,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
5136,购票,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
5067,参与者,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
12009,全员,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
1583,国家专利,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
5044,号牌,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
7783,指数,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
1580,入狱,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
1579,梁剑兴,6,0.007853403141361256,0.15309153796870995,2.7844294704015148e-05
11972,洁净,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
16407,江汉,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
1593,门将,6,0.007853403141361256,0.15309153796870995,2.7844294704015148e-05
12077,先进人物,6,0.007853403141361256,0.12483467700897469,2.7844294704015148e-05
11877,座椅,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
12144,化解矛盾,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
11824,边界,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
16414,学术,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
3542,人脸识别,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
5126,书法,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
16328,物料,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
19854,赵光秀,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
3494,新兴,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
11851,阐述,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
5118,一杯,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
5115,返乡,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
7754,阶段性,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
11861,详实,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
5108,分会,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
3538,销售额,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
7758,时间表,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
12085,乏力,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
19735,吕定,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
8,结合部,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
11661,廉政文化,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
4823,撑伞,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
11461,言传身教,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
11471,案卷,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
19546,庇护所,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
5363,重拳,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
4812,尽全力,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
7975,元素,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
12539,降到,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
4821,危难,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
5348,南宁市公安局,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
3450,不住,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
12532,自然保护区,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
7684,一所,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
19578,法制办,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
16184,全家,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
12500,邵阳市,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
11524,四面八方,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
19582,韩玉,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
5333,容忍,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
3438,公交公司,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
4803,一看,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
16169,餐饮店,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
12575,层次,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
5421,敲诈,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
3429,寒风,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
1712,遵义,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
11393,有过,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
16502,寂寞,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
11399,支援,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
4787,听见,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
5406,汇总,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
12626,笔录,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
3581,机器,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
12613,高出,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
7673,脱颖而出,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
1698,大巴,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
5389,所得,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
7985,歌手,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
93,龙泉,6,0.007853403141361256,0.12483467700897469,2.7844294704015148e-05
5382,上下游,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
7959,争先,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
1438,骗取,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
5238,院落,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
11627,审视,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
4879,还给,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
1452,自制,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
7710,常有,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
1454,钥匙,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
3463,规矩,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
12378,雷锋,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
5264,剩余,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
5261,奔走,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
11633,大车,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
11553,越南,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
5255,生猪,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
12363,少年宫,6,0.007853403141361256,0.15309153796870995,2.7844294704015148e-05
12360,中心小学,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
12357,宁夏回族自治区,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
12348,合肥市,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
4900,对话,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
5244,深知,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
11657,八小时,6,0.007853403141361256,0.16141505519853275,2.7844294704015148e-05
11601,钢材,6,0.007853403141361256,0.12483467700897469,2.7844294704015148e-05
12410,赣州市,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
4877,陷入困境,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
671,垄断,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
5313,净网,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
4853,及时发现,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
11555,东盟,6,0.007853403141361256,0.12483467700897469,2.7844294704015148e-05
7697,英语,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
7918,早餐,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
12452,技术学校,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
49,执业,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
19627,植树,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
7912,菜市场,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
5295,村官,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
7705,新世纪,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
12435,火炬,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
1446,销毁,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
12425,郴州市,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
7707,数学,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
11593,数据中心,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
11594,一期,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
13270,望海,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
10965,厘米,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
3853,事先,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
1183,一对,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
3203,职位,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
16741,张祥安,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
13667,太空,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
13664,中国航天,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
18285,珲春市,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
10164,集市,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
10160,满意率,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
4414,重磅,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
13941,仿真,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
13648,拖拉机,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
13942,控系统,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
6238,收缴,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
13646,单机,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
6010,之地,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
10440,按压,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
10439,平车,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
4398,一日三餐,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
603,长沙市,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
10813,四年级,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
3237,一键,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
10409,打动,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
6048,大面积,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
15865,防震,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
7479,制订,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
10426,复查,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
13908,专业知识,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
13687,教育课,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
6035,峡谷,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
6212,区长,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
8277,严峻,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
13681,总和,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
10182,参数,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
4502,永不,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
731,变现,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
13968,万公里,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
13543,钟康进,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
10529,精益求精,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
8387,举证,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
10536,戚文敏,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
4386,南山,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
8243,以人为本,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
13850,村小,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
5966,造就,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
13566,荷恩斜堂,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
755,债权,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
13541,忠孝,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
10566,此项,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
16705,亢建明,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
5953,美酒,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
5952,持续保持,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
13564,象塘,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
5979,千年,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
15885,桥头,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
13946,控制技术,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
752,还款,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
10491,精髓,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
6242,强制执行,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
10493,秦岭,6,0.007853403141361256,0.16141505519853275,2.7844294704015148e-05
18590,败诉,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
8260,表率,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
13606,泥泞,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
7503,领袖,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
10506,打响,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
13948,低速,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
13949,磁悬浮,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
15897,空港,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
10514,五天,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
13589,多来,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
13903,空地,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
10187,可靠性,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
1175,神圣,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
18411,雷区,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
13818,体育馆,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
2233,口音,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
6174,苗族,6,0.007853403141361256,0.18414185614929224,2.7844294704015148e-05
2230,男人,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
10307,集中力量,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
10308,提振,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
7459,全校师生,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
6172,持枪,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
10312,清醒,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
13798,共青,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
10319,方略,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
10225,落脚点,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
2267,境外,6,0.007853403141361256,0.1349129261081215,2.7844294704015148e-05
4476,关停,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
16775,社情民意,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
15819,宗塔,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
4426,大海,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
6149,浓郁,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
2253,发达,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
7441,勤劳,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
13836,军嫂,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
4455,第一季度,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
4452,宣传周,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
18367,梁丽媛,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
6148,山水,6,0.007853403141361256,0.12483500034688337,2.7844294704015148e-05
10279,赶超,6,0.007853403141361256,0.15309180162665895,2.7844294704015148e-05
8338,拄着,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
7446,翟晓川,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
10266,高举,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
8347,证书,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
10277,很强,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
7450,可怜,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
6100,万物,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
10221,交费,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
3668,概括,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
13731,锦绣,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
16805,蓝皮书,6,0.007853403141361256,0.21678825543381586,2.7844294704015148e-05
8289,翅膀,6,0.007853403141361256,0.11386824080702201,2.7844294704015148e-05
10194,硬是,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
6199,顽疾,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
6064,亮相,6,0.007853403141361256,0.08792346459044814,2.7844294704015148e-05
13732,车窗,6,0.007853403141361256,0.10172637782324144,2.7844294704015148e-05
